Id,Name,Description,Repo Url
160,ChatterBot,"ChatterBot is a machine learning, conversational dialog engine for creating chat bots",https://github.com/gunthercox/ChatterBot
161,aiohttp,Asynchronous HTTP client/server framework for asyncio and Python,https://github.com/aio-libs/aiohttp
162,horovod,"Distributed training framework for TensorFlow, Keras, PyTorch, and Apache MXNet.",https://github.com/horovod/horovod
163,rasa,"💬   Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management, connect to Slack, Facebook, and more - Create chatbots and voice assistants",https://github.com/RasaHQ/rasa
164,DeepCreamPy,Decensoring Hentai with Deep Neural Networks,https://github.com/deeppomf/DeepCreamPy
165,stylegan,StyleGAN - Official TensorFlow Implementation,https://github.com/NVlabs/stylegan
166,newspaper,"News, full-text, and article metadata extraction in Python 3. Advanced docs:",https://github.com/codelucas/newspaper
167,imgaug,Image augmentation for machine learning experiments.,https://github.com/aleju/imgaug
168,walle-web,walle - 瓦力 Devops开源项目代码部署平台,https://github.com/meolu/walle-web
169,kitty,"Cross-platform, fast, feature-rich, GPU based terminal",https://github.com/kovidgoyal/kitty
170,EasyOCR,"Ready-to-use OCR with 80+ supported languages and all popular writing scripts including Latin, Chinese, Arabic, Devanagari, Cyrillic and etc.",https://github.com/JaidedAI/EasyOCR
171,aws-cli,Universal Command Line Interface for Amazon Web Services,https://github.com/aws/aws-cli
172,Shadowrocket-ADBlock-Rules,提供多款 Shadowrocket 规则，带广告过滤功能。用于 iOS 未越狱设备选择性地自动翻墙。,https://github.com/h2y/Shadowrocket-ADBlock-Rules
173,pyecharts,🎨 Python Echarts Plotting Library,https://github.com/pyecharts/pyecharts
174,tushare,TuShare is a utility for crawling historical data of China stocks,https://github.com/waditu/tushare
175,speedtest-cli,Command line interface for testing internet bandwidth using speedtest.net,https://github.com/sivel/speedtest-cli
176,FastPhotoStyle,"Style transfer, deep learning, feature transform",https://github.com/NVIDIA/FastPhotoStyle
177,OSX-KVM,Run macOS on QEMU/KVM. With OpenCore + Big Sur support now! Only commercial (paid) support is available.,https://github.com/kholia/OSX-KVM
178,click,Python composable command line interface toolkit,https://github.com/pallets/click
179,saleor,"A modular, high performance, headless e-commerce platform built with Python, GraphQL, Django, and ReactJS.",https://github.com/mirumee/saleor
180,wagtail,A Django content management system focused on flexibility and user experience,https://github.com/wagtail/wagtail
181,pytorch_geometric,Geometric Deep Learning Extension Library for PyTorch,https://github.com/rusty1s/pytorch_geometric
182,pelican,Static site generator that supports Markdown and reST syntax. Powered by Python.,https://github.com/getpelican/pelican
183,openage,Free (as in freedom) open source clone of the Age of Empires II engine :rocket:,https://github.com/SFTtech/openage
184,the-gan-zoo,A list of all named GANs!,https://github.com/hindupuravinash/the-gan-zoo
185,reinforcement-learning-an-introduction,Python Implementation of Reinforcement Learning: An Introduction,https://github.com/ShangtongZhang/reinforcement-learning-an-introduction
186,flair,A very simple framework for state-of-the-art Natural Language Processing (NLP),https://github.com/flairNLP/flair
187,avatarify,"Avatars for Zoom, Skype and other video-conferencing apps.",https://github.com/alievk/avatarify
188,mypy,Optional static typing for Python 3 and 2 (PEP 484),https://github.com/python/mypy
189,sovereign,"A set of Ansible playbooks to build and maintain your own private cloud: email, calendar, contacts, file sync, IRC bouncer, VPN, and more.",https://github.com/sovereign/sovereign
190,mailinabox,"Mail-in-a-Box helps individuals take back control of their email by defining a one-click, easy-to-deploy SMTP+everything else server: a mail server in a box.",https://github.com/mail-in-a-box/mailinabox
191,beets,music library manager and MusicBrainz tagger,https://github.com/beetbox/beets
192,examples-of-web-crawlers,"一些非常有趣的python爬虫例子,对新手比较友好,主要爬取淘宝、天猫、微信、豆瓣、QQ等网站。(Some interesting examples of python crawlers that are friendly to beginners. )",https://github.com/shengqiangzhang/examples-of-web-crawlers
193,DeDRM_tools,DeDRM tools for ebooks,https://github.com/apprenticeharper/DeDRM_tools
194,fast-style-transfer,TensorFlow CNN for fast style transfer ⚡🖥🎨🖼,https://github.com/lengstrom/fast-style-transfer
195,allennlp,"An open-source NLP research library, built on PyTorch.",https://github.com/allenai/allennlp
196,nltk,NLTK Source,https://github.com/nltk/nltk
197,wifiphisher,The Rogue Access Point Framework,https://github.com/wifiphisher/wifiphisher
198,httpbin,"HTTP Request & Response Service, written in Python + Flask.",https://github.com/postmanlabs/httpbin
199,numpy-ml,"Machine learning, in numpy",https://github.com/ddbourgin/numpy-ml
200,microservices-demo,"Sample cloud-native application with 10 microservices showcasing Kubernetes, Istio, gRPC and OpenCensus.",https://github.com/GoogleCloudPlatform/microservices-demo
201,tflearn,Deep learning library featuring a higher-level API for TensorFlow.,https://github.com/tflearn/tflearn
202,mycli,A Terminal Client for MySQL with AutoCompletion and Syntax Highlighting.,https://github.com/dbcli/mycli
203,pgcli,Postgres CLI with autocompletion and syntax highlighting,https://github.com/dbcli/pgcli
204,Theano,"Theano is a Python library that allows you to define, optimize, and evaluate mathematical expressions involving multi-dimensional arrays efficiently. It can use GPUs and perform efficient symbolic differentiation.",https://github.com/Theano/Theano
205,calibre,The official source code repository for the calibre ebook manager,https://github.com/kovidgoyal/calibre
206,twint,"An advanced Twitter scraping & OSINT tool written in Python that doesn't use Twitter's API, allowing you to scrape a user's followers, following, Tweets and more while evading most API limitations.",https://github.com/twintproject/twint
207,recommenders,Best Practices on Recommendation Systems,https://github.com/microsoft/recommenders
208,ranger,A VIM-inspired filemanager for the console,https://github.com/ranger/ranger
209,awx,AWX Project,https://github.com/ansible/awx
210,nni,"An open source AutoML toolkit for automate machine learning lifecycle, including feature engineering, neural architecture search, model compression and hyper-parameter tuning.",https://github.com/microsoft/nni
211,redis-py,Redis Python Client,https://github.com/andymccurdy/redis-py
212,RocAlphaGo,"An independent, student-led replication of DeepMind's 2016 Nature publication, ""Mastering the game of Go with deep neural networks and tree search"" (Nature 529, 484-489, 28 Jan 2016), details of which can be found on their website https://deepmind.com/publications.html.",https://github.com/Rochester-NRT/RocAlphaGo
213,h4cker,"This repository is primarily maintained by Omar Santos and includes thousands of resources related to ethical hacking  / penetration testing, digital forensics and incident response (DFIR), vulnerability research, exploit development, reverse engineering, and more.",https://github.com/The-Art-of-Hacking/h4cker
214,routersploit,Exploitation Framework for Embedded Devices,https://github.com/threat9/routersploit
215,explainshell,match command-line arguments to their help text,https://github.com/idank/explainshell
216,GHunt,🕵️‍♂️ Investigate Google Accounts with emails. ,https://github.com/mxrch/GHunt
217,sshuttle,Wrong project!  You should head over to http://github.com/sshuttle/sshuttle,https://github.com/apenwarr/sshuttle
218,asciinema,Terminal session recorder 📹,https://github.com/asciinema/asciinema
219,awesome-aws,"A curated list of awesome Amazon Web Services (AWS) libraries, open source repos, guides, blogs, and other resources.  Featuring the Fiery Meter of AWSome.",https://github.com/donnemartin/awesome-aws
220,XSStrike,Most advanced XSS scanner.,https://github.com/s0md3v/XSStrike
221,plotly.py,The interactive graphing library for Python (includes Plotly Express) :sparkles:,https://github.com/plotly/plotly.py
222,bert-as-service,Mapping a variable-length sentence to a fixed-length vector using BERT model,https://github.com/hanxiao/bert-as-service
223,tutorials,机器学习相关教程,https://github.com/MorvanZhou/tutorials
224,d2l-en,"Interactive deep learning book with multi-framework code, math, and discussions. Adopted at 175 universities.",https://github.com/d2l-ai/d2l-en
225,fashion-mnist,A MNIST-like fashion product database. Benchmark :point_right: ,https://github.com/zalandoresearch/fashion-mnist
226,musicbox,网易云音乐命令行版本,https://github.com/darknessomi/musicbox
227,sonnet,TensorFlow-based neural network library,https://github.com/deepmind/sonnet
228,howdoi,instant coding answers via the command line,https://github.com/gleitz/howdoi
229,yolov5,YOLOv5 in PyTorch > ONNX > CoreML > TFLite,https://github.com/ultralytics/yolov5
230,networkx,Network Analysis in Python,https://github.com/networkx/networkx
231,PyTorch-GAN,PyTorch implementations of Generative Adversarial Networks.,https://github.com/eriklindernoren/PyTorch-GAN
232,insightface,Face Analysis Project on MXNet,https://github.com/deepinsight/insightface
233,chisel,Chisel is a collection of LLDB commands to assist debugging iOS apps.,https://github.com/facebook/chisel
234,Chinese-Word-Vectors,100+ Chinese Word Vectors 上百种预训练中文词向量 ,https://github.com/Embedding/Chinese-Word-Vectors
235,mlflow,Open source platform for the machine learning lifecycle,https://github.com/mlflow/mlflow
236,ArchiveBox,"🗃 Open source self-hosted web archiving. Takes browser history/bookmarks/Pocket/Pinboard/etc., saves HTML, JS, PDFs, media, and more...",https://github.com/ArchiveBox/ArchiveBox
237,vision,"Datasets, Transforms and Models specific to Computer Vision",https://github.com/pytorch/vision
238,eat_tensorflow2_in_30_days,"Tensorflow2.0 🍎🍊 is delicious, just eat it! 😋😋",https://github.com/lyhue1991/eat_tensorflow2_in_30_days
239,MLAlgorithms,Minimal and clean examples of machine learning algorithms implementations,https://github.com/rushter/MLAlgorithms
240,Mailpile,"A free & open modern, fast email client with user-friendly encryption and privacy features",https://github.com/mailpile/Mailpile
241,searx,Privacy-respecting metasearch engine,https://github.com/searx/searx
242,coursera-dl,Script for downloading Coursera.org videos and naming them.,https://github.com/coursera-dl/coursera-dl
243,schedule,Python job scheduling for humans.,https://github.com/dbader/schedule
244,Mobile-Security-Framework-MobSF,"Mobile Security Framework (MobSF) is an automated, all-in-one mobile application (Android/iOS/Windows) pen-testing, malware analysis and security assessment framework capable of performing static and dynamic analysis.",https://github.com/MobSF/Mobile-Security-Framework-MobSF
245,falcon,"The no-nonsense, minimalist REST and app backend framework for Python developers, with a focus on reliability, correctness, and performance at scale.",https://github.com/falconry/falcon
246,Pillow,The friendly PIL fork (Python Imaging Library),https://github.com/python-pillow/Pillow
247,loguru,Python logging made (stupidly) simple,https://github.com/Delgan/loguru
248,thumbor,thumbor is an open-source photo thumbnail service by globo.com,https://github.com/thumbor/thumbor
249,anki,Anki for desktop computers,https://github.com/ankitects/anki
250,maskrcnn-benchmark,"Fast, modular reference implementation of Instance Segmentation and Object Detection algorithms in PyTorch.",https://github.com/facebookresearch/maskrcnn-benchmark
251,peewee,"a small, expressive orm -- supports postgresql, mysql and sqlite",https://github.com/coleifer/peewee
252,faceai,一款入门级的人脸、视频、文字检测以及识别的项目.,https://github.com/vipstone/faceai
253,seaborn,Statistical data visualization using matplotlib,https://github.com/mwaskom/seaborn
254,visdom,"A flexible tool for creating, organizing, and sharing visualizations of live, rich data. Supports Torch and Numpy.",https://github.com/fossasia/visdom
255,portia,Visual scraping for Scrapy,https://github.com/scrapinghub/portia
256,EverydayWechat,微信助手：1.每日定时给好友（女友）发送定制消息。2.机器人自动回复好友。3.群助手功能（例如：查询垃圾分类、天气、日历、电影实时票房、快递物流、PM2.5等）,https://github.com/sfyc23/EverydayWechat
257,q,q - Run SQL directly on CSV or TSV files  ,https://github.com/harelba/q
258,http-prompt,"An interactive command-line HTTP and API testing client built on top of HTTPie featuring autocomplete, syntax highlighting, and more. https://twitter.com/httpie",https://github.com/httpie/http-prompt
259,django-cms,The easy-to-use and developer-friendly CMS,https://github.com/django-cms/django-cms
260,qrcode,artistic QR Code in Python （Animated GIF qr code）- Python 艺术二维码生成器 （GIF动态二维码、图片二维码）,https://github.com/sylnsfar/qrcode
261,dask,Parallel computing with task scheduling,https://github.com/dask/dask
262,scipy,Scipy library main repository,https://github.com/scipy/scipy
263,Keras-GAN,Keras implementations of Generative Adversarial Networks.,https://github.com/eriklindernoren/Keras-GAN
264,word_cloud,A little word cloud generator in Python,https://github.com/amueller/word_cloud
265,fuzzywuzzy,Fuzzy String Matching in Python,https://github.com/seatgeek/fuzzywuzzy
266,awesome-scala,"A community driven list of useful Scala libraries, frameworks and software.",https://github.com/lauris/awesome-scala
267,sympy,A computer algebra system written in pure Python,https://github.com/sympy/sympy
268,tpot,A Python Automated Machine Learning tool that optimizes machine learning pipelines using genetic programming.,https://github.com/EpistasisLab/tpot
269,awesomo,"A list of cool open source projects written in C, C++, Clojure, Lisp, Elixir, Erlang, Elm, Golang, Haskell, JavaScript, Lua, OCaml, Python, R, Ruby, Rust, Scala, etc.",https://github.com/lk-geimfari/awesomo
270,pattern,"Web mining module for Python, with tools for scraping, natural language processing, machine learning, network analysis and visualization.",https://github.com/clips/pattern
271,cookiecutter-django,Cookiecutter Django is a framework for jumpstarting production-ready Django projects quickly.,https://github.com/pydanny/cookiecutter-django
272,autokeras,AutoML library for deep learning,https://github.com/keras-team/autokeras
273,serverless-application-model,AWS Serverless Application Model (SAM) is an open-source framework for building serverless applications,https://github.com/aws/serverless-application-model
274,pretrained-models.pytorch,"Pretrained ConvNets for pytorch: NASNet, ResNeXt, ResNet, InceptionV4, InceptionResnetV2, Xception, DPN, etc.",https://github.com/Cadene/pretrained-models.pytorch
275,erpnext,Free and Open Source Alternative to SAP,https://github.com/frappe/erpnext
276,pyinstaller,Freeze (package) Python programs into stand-alone executables,https://github.com/pyinstaller/pyinstaller
277,w3-goto-world,"🍅Git/AWS/Google 镜像 ,SS/SSR/VMESS节点,WireGuard,IPFS, DeepWeb,Capitalism 、行业研究报告的知识储备库",https://github.com/hoochanlon/w3-goto-world
278,chinese-xinhua,:orange_book: 中华新华字典数据库。包括歇后语，成语，词语，汉字。,https://github.com/pwxcoo/chinese-xinhua
279,chalice,Python Serverless Microframework for AWS,https://github.com/aws/chalice
280,zhao,【编程随想】整理的《太子党关系网络》，专门揭露赵国的权贵,https://github.com/programthink/zhao
281,netbox,IP address management (IPAM) and data center infrastructure management (DCIM) tool.,https://github.com/netbox-community/netbox
282,vid2vid,Pytorch implementation of our method for high-resolution (e.g. 2048x1024) photorealistic video-to-video translation.,https://github.com/NVIDIA/vid2vid
283,Photon,Incredibly fast crawler designed for OSINT.,https://github.com/s0md3v/Photon
284,devops-exercises,"Linux, Jenkins, AWS, SRE, Prometheus, Docker, Python, Ansible, Git, Kubernetes, Terraform, OpenStack, SQL, NoSQL, Azure, GCP, DNS, Elastic, Network, Virtualization. DevOps Interview Questions",https://github.com/bregman-arie/devops-exercises
285,Bringing-Old-Photos-Back-to-Life,Bringing Old Photo Back to Life (CVPR 2020 oral),https://github.com/microsoft/Bringing-Old-Photos-Back-to-Life
286,uvloop,Ultra fast asyncio event loop.,https://github.com/MagicStack/uvloop
287,ludwig,Ludwig is a toolbox that allows to train and evaluate deep learning models without the need to write code.,https://github.com/ludwig-ai/ludwig
288,pwntools,CTF framework and exploit development library,https://github.com/Gallopsled/pwntools
289,TextBlob,"Simple, Pythonic, text processing--Sentiment analysis, part-of-speech tagging, noun phrase extraction, translation, and more.",https://github.com/sloria/TextBlob
290,jinja,A very fast and expressive template engine.,https://github.com/pallets/jinja
291,rq,Simple job queues for Python,https://github.com/rq/rq
292,tweepy,Twitter for Python!,https://github.com/tweepy/tweepy
293,mlcourse.ai,Open Machine Learning Course,https://github.com/Yorko/mlcourse.ai
294,abu,阿布量化交易系统(股票，期权，期货，比特币，机器学习) 基于python的开源量化交易，量化投资架构,https://github.com/bbfamily/abu
295,synapse,Synapse: Matrix reference homeserver,https://github.com/matrix-org/synapse
296,gunicorn,"gunicorn 'Green Unicorn' is a WSGI HTTP Server for UNIX, fast clients and sleepy applications.",https://github.com/benoitc/gunicorn
297,google-images-download,Python Script to download hundreds of images from 'Google Images'. It is a ready-to-run code!,https://github.com/hardikvasa/google-images-download
298,pytorch-image-models,"PyTorch image models, scripts, pretrained weights -- (SE)ResNet/ResNeXT, DPN, EfficientNet, MixNet, MobileNet-V3/V2, MNASNet, Single-Path NAS, FBNet, and more",https://github.com/rwightman/pytorch-image-models
299,Douyin-Bot,😍 Python 抖音机器人，论如何在抖音上找到漂亮小姐姐？ ,https://github.com/wangshub/Douyin-Bot
300,dvc,🦉Data Version Control | Git for Data & Models,https://github.com/iterative/dvc
301,albumentations,Fast image augmentation library and easy to use wrapper around other libraries. Documentation:  https://albumentations.ai/docs/ Paper about library: https://www.mdpi.com/2078-2489/11/2/125,https://github.com/albumentations-team/albumentations
302,moviepy,Video editing with Python,https://github.com/Zulko/moviepy
303,elastalert,Easy & Flexible Alerting With ElasticSearch,https://github.com/Yelp/elastalert
304,docopt,"Pythonic command line arguments parser, that will make you smile",https://github.com/docopt/docopt
305,py-faster-rcnn,Faster R-CNN (Python implementation) -- see https://github.com/ShaoqingRen/faster_rcnn for the official MATLAB version,https://github.com/rbgirshick/py-faster-rcnn
306,node-gyp,Node.js native addon build tool,https://github.com/nodejs/node-gyp
307,gdb-dashboard,Modular visual interface for GDB in Python,https://github.com/cyrus-and/gdb-dashboard
308,bottle,bottle.py is a fast and simple micro-framework for python web-applications.,https://github.com/bottlepy/bottle
309,pysc2,StarCraft II Learning Environment,https://github.com/deepmind/pysc2
310,binwalk,Firmware Analysis Tool,https://github.com/ReFirmLabs/binwalk
311,practical-python,Practical Python Programming (course by @dabeaz),https://github.com/dabeaz-course/practical-python
312,stylegan2,StyleGAN2 - Official TensorFlow Implementation,https://github.com/NVlabs/stylegan2
313,psutil,Cross-platform lib for process and system monitoring in Python,https://github.com/giampaolo/psutil
314,flasky,"Companion code to my O'Reilly book ""Flask Web Development"", second edition.",https://github.com/miguelgrinberg/flasky
315,frida,Clone this repo to build Frida,https://github.com/frida/frida
316,pytest,"The pytest framework makes it easy to write small tests, yet scales to support complex functional testing",https://github.com/pytest-dev/pytest
317,30-seconds-of-python,Short Python code snippets for all your development needs,https://github.com/30-seconds/30-seconds-of-python
318,ParlAI,A framework for training and evaluating AI models on a variety of openly available dialogue datasets.,https://github.com/facebookresearch/ParlAI
319,gitsome,A supercharged Git/GitHub command line interface (CLI).  An official integration for GitHub and GitHub Enterprise: https://github.com/works-with/category/desktop-tools,https://github.com/donnemartin/gitsome
320,Statistical-Learning-Method_Code,手写实现李航《统计学习方法》书中全部算法,https://github.com/Dod-o/Statistical-Learning-Method_Code
321,pip,The Python package installer,https://github.com/pypa/pip
322,mopidy,Mopidy is an extensible music server written in Python,https://github.com/mopidy/mopidy
323,monoid,"Customisable coding font with alternates, ligatures and contextual positioning. Crazy crisp at 12px/9pt. http://larsenwork.com/monoid/",https://github.com/larsenwork/monoid
324,PySyft,A library for answering questions using data you cannot see,https://github.com/OpenMined/PySyft
325,EZFN-Lobbybot,With EasyFNBot you can easily create you own Fortnite Lobby Bot in less than 5 minutes which will be online forever!,https://github.com/EZFNDEV/EZFN-Lobbybot
326,python-prompt-toolkit,Library for building powerful interactive command line applications in Python,https://github.com/prompt-toolkit/python-prompt-toolkit
327,WeixinBot,网页版微信API，包含终端版微信及微信机器人,https://github.com/Urinx/WeixinBot
328,learn-python,📚 Playground and cheatsheet for learning Python. Collection of Python scripts that are split by topics and contain code examples with explanations.,https://github.com/trekhleb/learn-python
329,datasets,"🤗 The largest hub of ready-to-use NLP datasets for ML models with fast, easy-to-use and efficient data manipulation tools",https://github.com/huggingface/datasets
330,tensorboardX,"tensorboard for pytorch (and chainer, mxnet, numpy, ...)",https://github.com/lanpa/tensorboardX
331,paramiko,The leading native Python SSHv2 protocol library.,https://github.com/paramiko/paramiko
332,youtube-dl-gui,A cross platform front-end GUI of the popular youtube-dl written in wxPython.,https://github.com/MrS0m30n3/youtube-dl-gui
333,deep-learning-models,Keras code and weights files for popular deep learning models.,https://github.com/fchollet/deep-learning-models
334,text_classification,all kinds of text classification models and more with deep learning,https://github.com/brightmart/text_classification
335,yolov3,YOLOv3 in PyTorch > ONNX > CoreML > TFLite,https://github.com/ultralytics/yolov3
336,pyro,Deep universal probabilistic programming with Python and PyTorch,https://github.com/pyro-ppl/pyro
337,theZoo,A repository of LIVE malwares for your own joy and pleasure. theZoo is a project created to make the possibility of malware analysis open and available to the public.,https://github.com/ytisf/theZoo
338,gixy,Nginx configuration static analyzer,https://github.com/yandex/gixy
339,dgl,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",https://github.com/dmlc/dgl
340,SpaceshipGenerator,A Blender script to procedurally generate 3D spaceships,https://github.com/a1studmuffin/SpaceshipGenerator
341,supervisor,Supervisor process control system for UNIX,https://github.com/Supervisor/supervisor
342,transferlearning,Everything about Transfer Learning and Domain Adaptation--迁移学习,https://github.com/jindongwang/transferlearning
343,discord.py,An API wrapper for Discord written in Python.,https://github.com/Rapptz/discord.py
344,Anti-Anti-Spider,越来越多的网站具有反爬虫特性，有的用图片隐藏关键数据，有的使用反人类的验证码，建立反反爬虫的代码仓库，通过与不同特性的网站做斗争（无恶意）提高技术。（欢迎提交难以采集的网站）（因工作原因，项目暂停） ,https://github.com/luyishisi/Anti-Anti-Spider
345,machine-learning-course,:speech_balloon: Machine Learning Course with Python: ,https://github.com/instillai/machine-learning-course
346,mps-youtube,Terminal based YouTube player and downloader,https://github.com/mps-youtube/mps-youtube
347,keras-yolo3,A Keras implementation of YOLOv3 (Tensorflow backend),https://github.com/qqwweee/keras-yolo3
348,records,SQL for Humans™,https://github.com/kennethreitz42/records
349,pysheeet,Python Cheat Sheet,https://github.com/crazyguitar/pysheeet
350,qutebrowser,"A keyboard-driven, vim-like browser based on PyQt5.",https://github.com/qutebrowser/qutebrowser
351,pifuhd,High-Resolution 3D Human Digitization from A Single Image.,https://github.com/facebookresearch/pifuhd
352,tensorlayer,Deep Learning and Reinforcement Learning Library for Scientists and Engineers 🔥,https://github.com/tensorlayer/tensorlayer
353,ddia,《Designing Data-Intensive Application》DDIA中文翻译,https://github.com/Vonng/ddia
354,httpx,A next generation HTTP client for Python. 🦋,https://github.com/encode/httpx
355,arrow,Better dates & times for Python,https://github.com/arrow-py/arrow
356,fsociety,fsociety Hacking Tools Pack – A Penetration Testing Framework,https://github.com/Manisso/fsociety
357,boto,"For the latest version of boto, see https://github.com/boto/boto3 -- Python interface to Amazon Web Services",https://github.com/boto/boto
358,hug,"Embrace the APIs of the future. Hug aims to make developing APIs as simple as possible, but no simpler.",https://github.com/hugapi/hug
359,bup,"Very efficient backup system based on the git packfile format, providing fast incremental saves and global deduplication (among and within files, including virtual machine images). Current release is 0.31, and the development branch is master. Please post problems or patches to the mailing list for discussion (see the end of the README below).",https://github.com/bup/bup
360,howmanypeoplearearound,Count the number of people around you :family_man_man_boy: by monitoring wifi signals :satellite:,https://github.com/schollz/howmanypeoplearearound
361,generative-models,"Collection of generative models, e.g. GAN, VAE in Pytorch and Tensorflow.",https://github.com/wiseodd/generative-models
362,altair,Declarative statistical visualization library for Python,https://github.com/altair-viz/altair
363,sshuttle,Transparent proxy server that works as a poor man's VPN.  Forwards over ssh.  Doesn't require admin.  Works with Linux and MacOS.  Supports DNS tunneling.,https://github.com/sshuttle/sshuttle
364,Python,Python脚本。模拟登录知乎， 爬虫，操作excel，微信公众号，远程开机,https://github.com/injetlee/Python
365,numpy-100,100 numpy exercises (with solutions),https://github.com/rougier/numpy-100
366,yowsup,The WhatsApp lib,https://github.com/tgalal/yowsup
367,python-for-android,Turn your Python application into an Android APK,https://github.com/kivy/python-for-android
368,SPADE,Semantic Image Synthesis with SPADE,https://github.com/NVlabs/SPADE
369,sanitizers,"AddressSanitizer, ThreadSanitizer, MemorySanitizer",https://github.com/google/sanitizers
370,graphene,GraphQL framework for Python,https://github.com/graphql-python/graphene
371,django-debug-toolbar,A configurable set of panels that display various debug information about the current request/response.,https://github.com/jazzband/django-debug-toolbar
372,PyMySQL,Pure Python MySQL Client,https://github.com/PyMySQL/PyMySQL
373,ajenti,Ajenti Core and stock plugins,https://github.com/ajenti/ajenti
374,tvm,"Open deep learning compiler stack for cpu, gpu and specialized accelerators",https://github.com/apache/tvm
375,readthedocs.org,The source code that powers readthedocs.org,https://github.com/readthedocs/readthedocs.org
376,Ciphey,"⚡ Automatically decrypt encryptions without knowing the key or cipher, decode encodings, and crack hashes ⚡",https://github.com/Ciphey/Ciphey
377,DAIN,Depth-Aware Video Frame Interpolation (CVPR 2019),https://github.com/baowenbo/DAIN
378,eve,REST API framework designed for human beings,https://github.com/pyeve/eve
379,impacket,Impacket is a collection of Python classes for working with network protocols.,https://github.com/SecureAuthCorp/impacket
380,django-allauth,"Integrated set of Django applications addressing authentication, registration, account management as well as 3rd party (social) account authentication.",https://github.com/pennersr/django-allauth
381,trape,People tracker on the Internet: OSINT analysis and research tool by Jose Pino,https://github.com/jofpin/trape
382,gitfiti,abusing github commit history for the lulz,https://github.com/gelstudios/gitfiti
383,detr,End-to-End Object Detection with Transformers,https://github.com/facebookresearch/detr
384,social-engineer-toolkit,The Social-Engineer Toolkit (SET) repository from TrustedSec - All new versions of SET will be deployed here.,https://github.com/trustedsec/social-engineer-toolkit
385,wait-for-it,Pure bash script to test and wait on the availability of a TCP host and port,https://github.com/vishnubob/wait-for-it
386,nupic,"Numenta Platform for Intelligent Computing is an implementation of Hierarchical Temporal Memory (HTM), a theory of intelligence based strictly on the neuroscience of the neocortex.",https://github.com/numenta/nupic
387,freqtrade,"Free, open source crypto trading bot",https://github.com/freqtrade/freqtrade
388,LaZagne,Credentials recovery project,https://github.com/AlessandroZ/LaZagne
389,labelme,"Image Polygonal Annotation with Python (polygon, rectangle, circle, line, point and image-level flag annotation).",https://github.com/wkentaro/labelme
390,pupy,"Pupy is an opensource, cross-platform (Windows, Linux, OSX, Android) remote administration and post-exploitation tool mainly written in python",https://github.com/n1nj4sec/pupy
391,boto3,AWS SDK for Python,https://github.com/boto/boto3
392,pytext,A natural language modeling framework based on PyTorch,https://github.com/facebookresearch/pytext
393,numba,NumPy aware dynamic Python compiler using LLVM,https://github.com/numba/numba
394,ipwndfu,open-source jailbreaking tool for many iOS devices,https://github.com/axi0mX/ipwndfu
395,Reinforcement-learning-with-tensorflow,"Simple Reinforcement learning tutorials, 莫烦Python 中文AI教学",https://github.com/MorvanZhou/Reinforcement-learning-with-tensorflow
396,deis,"Deis v1, the CoreOS and Docker PaaS: Your PaaS. Your Rules. ",https://github.com/deis/deis
397,jupyterhub,Multi-user server for Jupyter notebooks,https://github.com/jupyterhub/jupyterhub
398,learn_python3_spider,python爬虫教程系列、从0到1学习python爬虫，包括浏览器抓包，手机APP抓包，如 fiddler、mitmproxy，各种爬虫涉及的模块的使用，如：requests、beautifulSoup、selenium、appium、scrapy等，以及IP代理，验证码识别，Mysql，MongoDB数据库的python使用，多线程多进程爬虫的使用，css 爬虫加密逆向破解，JS爬虫逆向，分布式爬虫，爬虫项目实战实例等,https://github.com/wistbean/learn_python3_spider
399,ngxtop,Real-time metrics for nginx server,https://github.com/lebinh/ngxtop
400,spyder,Official repository for Spyder - The Scientific Python Development Environment,https://github.com/spyder-ide/spyder
401,faster-rcnn.pytorch,A faster pytorch implementation of faster r-cnn,https://github.com/jwyang/faster-rcnn.pytorch
402,nginx-book,Nginx开发从入门到精通,https://github.com/taobao/nginx-book
403,statsmodels,Statsmodels: statistical modeling and econometrics in Python,https://github.com/statsmodels/statsmodels
404,beeswithmachineguns,A utility for arming (creating) many bees (micro EC2 instances) to attack (load test) targets (web applications).,https://github.com/newsapps/beeswithmachineguns
405,scapy,Scapy: the Python-based interactive packet manipulation program & library. Supports Python 2 & Python 3.,https://github.com/secdev/scapy
406,BossSensor,Hide screen when boss is approaching.,https://github.com/Hironsan/BossSensor
407,aws-shell,An integrated shell for working with the AWS CLI.,https://github.com/awslabs/aws-shell
408,DeepLearningFlappyBird,Flappy Bird hack using Deep Reinforcement Learning (Deep Q-learning).,https://github.com/yenchenlin/DeepLearningFlappyBird
409,meshroom,3D Reconstruction Software,https://github.com/alicevision/meshroom
410,flask-restful,Simple framework for creating REST APIs,https://github.com/flask-restful/flask-restful
411,tensorpack,"A Neural Net Training Interface on TensorFlow, with focus on speed + flexibility",https://github.com/tensorpack/tensorpack
412,deepo,Set up deep learning environment in a single command line.,https://github.com/ufoym/deepo
413,ultisnips,UltiSnips - The ultimate snippet solution for Vim. Send pull requests to SirVer/ultisnips!,https://github.com/SirVer/ultisnips
414,ImageAI,A python library built to empower developers to build applications and systems  with self-contained Computer Vision capabilities,https://github.com/OlafenwaMoses/ImageAI
